id,board,context,chunk,keyword
147,男女,"當你喜歡一個人的時候

真的會很想念她

想她現在做什麼，每一分每一秒

即使告白失敗後，還是會想

我想這就是愛到無法自拔吧

對於沒有結果的結局

總是讓人很感傷！

--","當你喜歡一個人的時候

真的會很想念她

想她現在做什麼",想念
148,男女,"我的好姐妹37歲，
暫且稱她A吧！
A正陷於一段沒有未來的感情之中，
她身邊的好友都曾勸她離開那個男的，
好幾次A離開了男方，
過一兩個月又因為太思念對方而回到他身邊。

A的朋友曾經跟她說，
只有她願意真正離開那個男人，
A才會遇到更適合她的人。

A說她也曾經離開過那個男人好幾次，
但身邊也沒有出現比他更好的男人。
曾經有出現幾個男生追求A，
但有的是聊不來，
有的是忙到沒時間陪A，
甚至還有叫A當他小三的。

A說她也知道目前的男人不適合她，
但至少當下是有人陪伴。
她很怕離開這個男的，
卻也找不到另一個更好的男人怎麼辦？

所以想問大家的經驗，
離開錯的人以後，
就一定會遇到適合或更好的人？
又花多久的時間才遇到對的人？



-----
Sent from JPTT on my iPhone

--","
過一兩個月又因為太思念對方而回到他身邊",思念
149,男女,"第一次發文就這麼悲傷

大學時在一次的打工時認識了正職姐姐，當時的她有男朋友，我也只是打打工賺點錢來準備讀研和出國，沒有什麼其他的想法。

然而就是這麼剛好，在我即將畢業前幾個月她單身了。每天下班陪她吃飯，去她家等她下班，持續一個多月，

某天吃宵夜時胸口很悶很不舒服，沒辦法馬上吃完載她回家（我絕對沒有預謀），離自己租屋處比較近只能先回我家休息一下，當晚我請她睡我床，我自己打地鋪，隔天再載她去上班。

漸漸的關係已經不再是朋友，可是我卻要畢業去其他縣市讀研，人生裡每一段感情都是遠距離，我深深知道遠距離的困難。碩一的生活就是研究室與她家來回跑，幾乎每個禮拜都會坐車回去陪她，雖然辛苦又花錢。
印象很深刻有一次晚上十點半突然很想她，機車騎著就殺回去找她，到那兒已經是半夜兩點多，睡眼惺忪的她看到我的表情還是很懷念。

如果早知道是一段沒有結果的感情，你們還會繼續嗎？

姐弟戀始終沒辦法給對方的家人接受，而她也已經到了適婚年齡，我還要一年才能畢業出社會。
唉，只能說很可惜，但是沒辦法。
很感謝她，願意包容年紀輕輕的我。https://youtu.be/wEkLHC7l25w————————————————
愛我的，跟我愛的

抒發一下心情，也祝板上單身快脫魯，情侶們感情穩定
謝謝
-----
Sent from JPTT on my iPhone

--",睡眼惺忪的她看到我的表情還是很懷念,懷念
150,男女,"今天是分手滿一年的日子，
這一年來沒有一天少想他
腦海中始終輪番撥放著我們曾經美好的回憶


不是沒愛過人，也經歷過幾次情感的分手，
就只有他，讓我分手後還不願意忘記，再沒有想愛上誰的想法


以前分手，哭過後
擦乾眼淚，我對未來還會再愛上誰還抱有期待
這次分手，卻沒勇氣再愛也不敢期待還能遇到讓我更愛的人


相信各位多少有過我這種想法的經驗，
很想請問大家，那時候不敢再提起勇氣去愛的人們，現在是否又再次得到幸福了嗎？


我現在就是一整個不想再談戀愛，覺得害怕覺得很累，
經過一年的沉澱，心境縱然平靜很多
可是就覺得自己再無法愛上誰也不想去主動認識新的異性朋友
雖然開始懂得享受單身生活，可偶爾還是會懷念以前愛人與被愛的幸福


這樣消極的想法，曾未有過


讓我懷疑自己，是否還能鼓起勇氣面對未來的愛情


那些曾經對愛失望的人，你們現在又再重新愛上誰了嗎？










--","可偶爾還是會懷念以前愛人與被愛的幸福


這樣消極的想法",懷念
151,男女,"不好意思借朋友帳號發文
小弟就讀男生很多的大學
所以身旁好友都是男生 幾乎給不太了意見
所以想上來問問聽聽大家建議
與女友是遠距離 彼此說好不要參加營隊
但是女友還是想參加一個為期18天的營隊
我也有答應 因為感覺不能限制他的自由
在她回來的時候 我鬧了個彆扭 想要他陪陪我
後來他就覺得很累 不想要我去煩他
於是就開始不太理我 然後吵架了
過程中就開始冷戰 後來我就很情緒的說了分手
中間時間他叫我給時間好好想想
後來我跟他道歉說 我沒有想分手 對不起
不過因為她都不回訊息
我覺得我的未來好像不在我手上
也覺得她變得很冷酷
很像我隨時會被分手
每天都很惶恐不安
所以也沒有給他好好冷靜
他在過了一個多禮拜之後跟我說 我們分手吧
之後就封鎖我了
在這過程中我也有創小帳號去密他
但她都不理會
後來我就把小帳號當成想念他的帳號
會發一些以前去過的地方
都是沒有露臉的
但就是一定會知道那是我們一起去過的
後來我發現她都會偷偷看我的帳號(因為她不小心按了二次讚)
在二月多分手 直到三月五號他解鎖我了
他開頭是說 寒假要給我的禮物 有想要給我或著丟掉嗎
有聽說你一直喝酒 希望你別喝了
如果你能不難過地跟我說話 我還是能好好跟你說話
在當天我就有很多話跟他說
但他就是一天一回
(他本來就是不愛回訊息的人 他的手機永遠就是只會回一兩個人
其他人就是 有事找他 或著他有事找人 他才會回 但在我們在一起的時候
他幾乎都會很快回 慢回的話也會讓我知道她在幹嘛)
所以我很不習慣 過了二天我就沒有覓他了
直到星期一 我把我手工的禮物寄過去
當天晚上他就有打給我 我們聊了快一個小時
他說 我真的很好很好 如果以後交女友 絕對不要跟他說
他一點都不想祝福我 然後我就問他 那我們為什麼不和好
他隔了一天都沒回答 我就又問了一次 他就說 他不輕易回頭
要的話就重新開始 但現在也沒那麼喜歡我了 但他可以讓我追追看
但他不保證他會重新像之前一樣喜歡我
也不保證會跟我在一起
這幾天我都打很多字給他
但她不像剛拿到卡片那二天很熱絡的回
都是隔好幾個小時回一次
在他拿到卡片那天 他有坦承他都會看我的文章
我就順勢問他 那你為什麼不追蹤我
然後他就追蹤了我的小帳號
他說 不想追蹤本帳 因為不想知道我又跟誰好了之類的
我上網看了MAX 二三事 還有快樂大學
好像有點頭緒了 又好像沒有
我想他應該是還在意我
因為她很少看FB跟看IG所以在一起的時候他把我設為有通知提醒
我的小帳每次發限時沒多久就會發現她都看過
所以我想他應該也有把我小帳設定會有通知
但他對我很冷淡 我們又是遠距離 沒有共同好友
現在的我很無助 身旁同學都是男生
彼此都是第一次戀愛
很希望有人可以跟我說說該怎麼做
謝謝大家

--","不好意思借朋友帳號發文
小弟就讀男生很多的大學
所以身旁好友都是男生 幾乎給不太了意見
所以想上來問問聽聽大家建議
與女友是遠距離 彼此說好不要參加營隊
但是女友還是想參加一個為期18天的營隊
我也有答應 因為感覺不能限制他的自由
在她回來的時候 我鬧了個彆扭 想要他陪陪我
後來他就覺得很累 不想要我去煩他
於是就開始不太理我 然後吵架了
過程中就開始冷戰 後來我就很情緒的說了分手
中間時間他叫我給時間好好想想
後來我跟他道歉說 我沒有想分手 對不起
不過因為她都不回訊息
我覺得我的未來好像不在我手上
也覺得她變得很冷酷
很像我隨時會被分手
每天都很惶恐不安
所以也沒有給他好好冷靜
他在過了一個多禮拜之後跟我說 我們分手吧
之後就封鎖我了
在這過程中我也有創小帳號去密他
但她都不理會
後來我就把小帳號當成想念他的帳號
會發一些以前去過的地方
都是沒有露臉的
但就是一定會知道那是我們一起去過的
後來我發現她都會偷偷看我的帳號(因為她不小心按了二次讚)
在二月多分手 直到三月五號他解鎖我了
他開頭是說 寒假要給我的禮物 有想要給我或著丟掉嗎
有聽說你一直喝酒 希望你別喝了
如果你能不難過地跟我說話 我還是能好好跟你說話
在當天我就有很多話跟他說
但他就是一天一回
(他本來就是不愛回訊息的人 他的手機永遠就是只會回一兩個人
其他人就是 有事找他 或著他有事找人 他才會回 但在我們在一起的時候
他幾乎都會很快回 慢回的話也會讓我知道她在幹嘛)
所以我很不習慣 過了二天我就沒有覓他了
直到星期一 我把我手工的禮物寄過去
當天晚上他就有打給我 我們聊了快一個小時
他說 我真的很好很好 如果以後交女友 絕對不要跟他說
他一點都不想祝福我 然後我就問他 那我們為什麼不和好
他隔了一天都沒回答 我就又問了一次 他就說 他不輕易回頭
要的話就重新開始 但現在也沒那麼喜歡我了 但他可以讓我追追看
但他不保證他會重新像之前一樣喜歡我
也不保證會跟我在一起
這幾天我都打很多字給他
但她不像剛拿到卡片那二天很熱絡的回
都是隔好幾個小時回一次
在他拿到卡片那天 他有坦承他都會看我的文章
我就順勢問他 那你為什麼不追蹤我
然後他就追蹤了我的小帳號
他說 不想追蹤本帳 因為不想知道我又跟誰好了之類的
我上網看了max 二三事 還有快樂大學
好像有點頭緒了 又好像沒有
我想他應該是還在意我
因為她很少看fb跟看ig所以在一起的時候他把我設為有通知提醒
我的小帳每次發限時沒多久就會發現她都看過
所以我想他應該也有把我小帳設定會有通知
但他對我很冷淡 我們又是遠距離 沒有共同好友
現在的我很無助 身旁同學都是男生
彼此都是第一次戀愛
很希望有人可以跟我說說該怎麼做
謝謝大家

--",想念
152,男女,"前陣子在這裡發了分手一週的求助文，得到了很多拍拍（？）
     一個月過去後，發現心境還是有一點點轉變的。
     前兩週每天蹲在地上大哭，對著空蕩蕩的房間大喊誰來幫我一下，
     然後哭完就去運動，
     運動回來趁著疲累感跟腦內啡還在的時候睡覺。

     後來又有幾天覺得真的不行了，再不求救我可能會滅頂，
     於是找了四五個不同的朋友，把同樣的故事講了一遍又一遍，

     第一遍時在自己豐盛的手作早餐面前邊講邊哭，幾乎食慾全無
     第二遍時那些事情忽然好像不是自己的事，我執著事件本身，卻看不到自己。
     第三遍時開始能夠分析自己的狀態，在平和的情緒裡問遠方的朋友，
     「人會因為這種事而感到這麼受傷嗎？」
     朋友說：「你在說什麼呢？人連跌倒都會受傷的。」

     第四遍時跟一個我所認可的深沉而複雜的人隔著話筒說著這幾年的一些小小
     的事情，反覆問他為什麼我明明是記憶很差的人，
     卻總是在生活的那些孔洞裡不斷想起某個七月的一場暴雨，
     那人走在我前方，那人還書，那人在台北的車流裡被台北浸濕。
     我問朋友我是不是非常庸俗，
     他答：「沒有，你只是要把一個故事說得乾淨漂亮。給自己一點時間哀悼吧。」

     第五遍，跟我紅塵俗世唯一的親友視訊，買了三罐酒，
     但因為不想變胖，最後只喝了一罐。
     我看著朋友的樣子，朋友的論文大綱，忽然有什麼亮起來的感覺，
     後來的日子裡，雖然緩慢，但我的論文動起來了。忽然感受到了朝氣。



     餘下的時間裡仍然去運動，分手後的一週不知道為什麼不太敢照鏡子
    （明明以前對自己的臉滿自戀的...orz）總之處在一個極端自信低落的狀態裡。
     後來在健身房的全身鏡裡，漸漸地，慢慢地能夠重新端詳自己。

     在黑暗的房間裡爆哭的頻率變得比較少了，
     雖然偶然一個move（？）還是會讓我措手不及，又掉進悲傷裡。
     偶爾真的覺得生氣，有時候會很不甘心，
     偶爾覺得又能怎樣，偶爾，真心地想念他。
     就這樣感受著自己這些複雜反覆的情緒，只是學習著不再去抵抗悲傷。


     生活的困惑與困頓仍然繼續，但即使如此，
     仍然想試著不對整個世界持續失望。



--




不為日子皺眉頭，答應你，只為吻你才低頭。

--",真心地想念他,想念
153,男女,"跟前初戀女友交往一年 她劈腿分手後 已經過了八個月

雖然現在沒有當初剛分手時那麼難過的感覺

我有明顯感覺沒那麼難過了 是在差不多六個月的時候

但是時不時還是常常想到她

尤其是有共同的回憶 會很懷念那時候在一起的感覺

不知道我是不是還在失戀中?

還是這算正常的現象

--","跟前初戀女友交往一年 她劈腿分手後 已經過了八個月

雖然現在沒有當初剛分手時那麼難過的感覺

我有明顯感覺沒那麼難過了 是在差不多六個月的時候

但是時不時還是常常想到她

尤其是有共同的回憶 會很懷念那時候在一起的感覺

不知道我是不是還在失戀中?

還是這算正常的現象

--",懷念
154,男女,"「對不起, 我傷害了你, 真的對不起, 都是我的錯」

『你怎麼可以讓我成為傷害別人的人』

「都是我的錯, 真的對不起」

『你真正對不起的人是她, 她陪你度過這麼多難熬的日子, 你怎麼可以這樣對她』

不是沒想過我們會分手, 我以為到最後我還是會叮嚀著你, 怕冷要多穿點衣服、 熬夜早
起要記得多喝補品、每年記得自費做健康檢查...

沒想到我竟然連好好跟他道別的資格跟機會都沒有, 最終跟他說的話, 竟是希望他拿出真
心跟她道歉

第一天我想著解決事情, 滿腦子以為我可以堅強
第二天第三天, 只要停下來眼淚就會不自覺佈滿眼眶
第四天第五天, 哭得少了, 可是開始身陷在我做錯了什麼? 為什麼要這般對我的囹圄裡
直到某一天, 我豁然開朗了

===================
我們在網路上認識
認識的前兩天我就問他:「你分手多久了啊?」
:「半年」
:「為什麼啊?」
:「我們個性不合」

我發現, 他的職業、人生經歷、學識都和我的人生好不一樣、好迷人
我們約出去吃飯看電影了幾次
兩個月後, 他牽起了我的手
再過了幾個禮拜, 他問:「我可以親你嗎?」
:「你不跟我告白嗎?」
:「你要跟我在一起嗎?」
:「你是真心的嗎?」
:「恩」
:「那我要閉眼睛嗎?」

他是我的初戀
他教會了我怎麼接吻、他讓我知道原來冬天的手也是可以很溫暖的、他讓我知道胖胖的抱
起來真的很舒服

一個晚上, 我收到了一封訊息
「你知道OO有女朋友嗎?
我是她女朋友, 我們交往2年多、同居一年了」
此時此刻再多的震驚和念頭從腦中飛過
我卻只能說得出對不起
「對不起我確認過了」
「對不起我真的不知道」
「對不起我真的無意傷害你」

正宮姐姐說
「當一個人真心隱瞞你欺騙你的時候, 你是無法察覺、防不勝防的。
我不怪你」

於是我們分手了
我成了小三
一夜之間我失去了所有依賴
我的初戀告終得如此荒謬

========================

幾天後, 我陷在了難以釋懷的悲傷裡
我連想念他都是奢侈
我不能跟他說我是如何無時無刻的想起他, 這只會更傷害他女友
可是為什麼一夜之間我的人生變得如此悲慘
我還無處可說, 因為我是一個傷害別人的人

再過了幾天, 我臨時起意出去走了走
突然想到
""也許這是我上輩子、上上輩子欠他的, 或許這輩子他對我的傷害、我對他的好, 都是命
中註定我該償還他的""

突然, 我不這麼糾結了
一種豁然開朗、茅塞頓開的感覺充滿我的胸腔
對於我所受的傷, 我已經完全釋然了
剩下可以讓我再揪心的, 只是那些回憶了
好險, 它們都是雖然讓人捨不得可都是開心幸福的過去

也許還是會為了你掉淚, 但我覺得我真的可以好好走出來了
給我一點時間,我要好好的、變成更好的人


-----
Sent from JPTT on my LGE LG-H990.

--","
我不怪你」

於是我們分手了
我成了小三
一夜之間我失去了所有依賴
我的初戀告終得如此荒謬

========================

幾天後, 我陷在了難以釋懷的悲傷裡
我連想念他都是奢侈
我不能跟他說我是如何無時無刻的想起他, 這只會更傷害他女友
可是為什麼一夜之間我的人生變得如此悲慘
我還無處可說, 因為我是一個傷害別人的人

再過了幾天, 我臨時起意出去走了走
突然想到
""也許這是我上輩子、上上輩子欠他的, 或許這輩子他對我的傷害、我對他的好, 都是命
中註定我該償還他的""

突然, 我不這麼糾結了
一種豁然開朗、茅塞頓開的感覺充滿我的胸腔
對於我所受的傷, 我已經完全釋然了
剩下可以讓我再揪心的, 只是那些回憶了
好險, 它們都是雖然讓人捨不得可都是開心幸福的過去

也許還是會為了你掉淚, 但我覺得我真的可以好好走出來了
給我一點時間,我要好好的、變成更好的人


-----
sent from jptt on my lge lg-h990.

--",想念
155,男女,"他說，暫時不要聯絡，不要傳LINE，
他說以前他都會隨時注意手機，
現在拿手機只是拍照而已，
這樣感覺其實也很自由。

我問：這樣算分手了吧？

他說，目前算是。

請問，說「目前」算是分手，我們的感情應該回不去了吧？
離開籠子的鳥，怎麼可能甘心飛回來被關進去呢？

他不要我傳訊，我就用留言板，
把我的心情都寫在上面，只有他看到，
但他第二天回一句、第三天回一句，昨天今天都沒有回了，
用訊息還可以知道已讀或未讀，
用留言板，根本不知道他有沒有看到，
也不知道他到底不回，是什麼原因？

到今天第四天，我每天都失眠、就算有睡也睡不好，
要喝很多酒才能睡，酒越喝越多，
吃飯只吃幾口而已，整個人就像行屍走肉一般，
之前曾經那麼甜蜜，那麼契合，那麼堅定，
我不懂到底為什麼幾天之間一切都變了，
他如果變心，不愛我了，直接跟我說，我可以馬上轉頭就走，
為什麼要這樣折磨我？
我告訴他，如果不愛我了，一定要跟我說好嗎？
他也只說：好。
所以目前到底是怎樣？

我好想不開，好想逃離這一切，
自卑、自責、自怨自艾，都不足以形容我現在的處境，
我想不透他在想什麼，他就這樣沈默了，
而我訴說再多的思念，就像前面說的，根本不知道他有沒有看到，

心情好亂，抒發一下。

--","
而我訴說再多的思念",思念
156,男女,"交往四年11個月，原本計畫先送你出國，我在台灣累積經驗之後出國念書與妳重逢，
結果就在妳出國後的第四個月，我們即將邁入第五年的時候妳投了這顆震撼彈給我，
原本要去美國共度周年的機票取消了，我的人生目標跟生活也被炸得一團亂，
妳說雖然看到我一直努力在改變，但妳不想等不想努力了，
妳說或許過了很多年我們都變得更多之後可能還會再次走在一起，
妳說我對妳的意義是在人生最黃金的歲月一起努力改變未來的命運，
最單純真摯的愛情，這些我從來沒有一刻想過要放棄，
三個月來，每天都在看書希望讓自己能夠放下能夠走出來能夠變得更好
也試著認識新的人，但面對每個不錯的對象內心卻總是有手札情緣的那句話
""You know I want to give you everything you want, but there is nothing already
.""
心總是還在妳身上、在妳家人身上、在我們曾經美好的回憶跟規劃上，
今天得知妳交新男友了，心中五味雜陳，
也不是說不會想念妳了，但現在想到的時候，不會再無法正常生活了，
如果後來妳沒有再次回到我身邊，至少我要努力去征服這個世界，
然後照顧願意繼續愛我為我付出的人，
支持我好好活著的畫面是，
或許有天我能夠如願在美國夜晚的商業大樓裡，
拿著酒杯喝著威士忌，從我的辦公室看著整個城市的燈火，
想著屬於我的成功，想著曾經的我們，想著妳那時候在哪裡，
即便知道你現在心已經屬於別人，即便可能要孤獨的去成就夢想，
也不想再用任何情緒套住妳了，最近真的懂了很多，
希望我能趕快把我的心找回來，
互相去體驗跟成長之後，未來如果再次相遇我會感激，
如果沒再走在一起至少我很認真很愛過，而且知道我們的曾經都是真心誠意。
謝謝妳知道我很需要一個人陪我聊聊，所以每當我走不出來或遇到瓶頸的現在，
妳還是願意陪我不帶感情的單純聊聊想法，
生命中不知道還能不能再遇到這麼了解彼此的人。
沒辦法祝福妳跟現在的他，但我祝福妳。
屬於我們一起的夢可能還沒結束，但當作不會實現才能真的前進吧?
大家快打醒我珍惜眼前人不要再想復合阿!!

--","
也不是說不會想念妳了",想念
157,男女,"各位板友大大好，小弟近日為情所困甚深，故上來請教各位大大


先敘述問題背景：

我跟女友交往兩年多，是透過網路認識的，我是她第一任男朋友。我目前在新竹科技業，

她去年碩班畢業(約8月底)後則回家(台中)準備國考，她回台中之後我有去台中找過她兩

次，同時也正式見了她的家人。到了一月底時她國考完後，她曾經興高采烈的說過完年

後找個時間來新竹找我。不過過年的時候，曾經為了拜年的事發生了一點爭執(我們會

各自回自己老家跟親戚拜年，而她父母覺得我應該去她家跟他們拜個年，但因為我已經

跟家人排好行程而沒有去，後來折衷的辦法是她說我打電話去就好，而我則是買了一份

禮物給他們家人)。後來我就一直覺得她有點怪怪的，比較不像之前那樣熱情，反而有

點冷冷的。於是在我追問之下，她才說出其實她考慮了很久，是不是也許分開會比較好?

她說她回家準備考試的這半年多來，似乎沒有因為遠距離而覺得寂寞或是很想念我的感覺

，可能是感情變淡了? 我說「因為你有家人的陪伴，而且因為你在準備考試」她又說，

我們彼此之間還有許多事情的想法不一樣(如剛剛提到的拜年問題，她家的家教較為嚴格

同時相當注重禮節，但我先前去台中拜訪她家人時該有的應對進退與伴手禮等我也十分

重視，聽她父母對我的評價是老實的男生)，而我說我願意改，這些部份我都可以改，她

說那我這樣遷就她，我真的會快樂嗎? 之後她說她還沒有結論，不想單方面決定，但又說

她自己是個重視自己勝過重視我的人，說我何必為她而捨不得呢? 我則回答說慢慢來，

不急著下決定，不管最後的結果是甚麼都沒關係。目前我們仍然會像之前一樣聊天，

我跟她說聊天時自然就好，想回就回，不想回也沒關係，她問我是不是認真的可以接受

她不想回時就不回，我說是。她又說因為自己第一次交男朋友，之前可能興在頭上所以

說了很多自己做不太到的甜言蜜語當承諾，我說沒有關係，很多情侶都會這樣。後來她

又說了很多甚麼自己個性不好啊，不想被大家都當成好相處的人之類的，我則是回她

我不介意她的任性或脾氣，在我身邊她想怎麼做都可以。


想問的問題：

     1.如果想挽回，是不是像現在一般維持自然的互動就好了? 或是有建議的做法
嗎?

     2. 先前提到她要來新竹找我，我說不然我們可以在她來找我時討論這件事，不過

如果她現在不想來找我也沒關係，她則說現在見面討論可能也討論不出甚麼，不過她說

她有準備給我的情人節巧克力，她會寄來給我，想請問現階段是否先不要見面比較妥當

呢?

     3. 在討論這件事時，她曾說她猶豫的點是在於好不容易遇到一個這樣的男生，

 但是又有想分開的想法，然後她就突然跟我說看吧她個性很差之類的話，想問問

 她說這些話的用意是?


      4. 我有問她，是不是跟我相處的時候覺得不開心? 她說不是，只是沒有跟我相

 處的時候好像也沒有不開心或寂寞的感覺，意思是我還沒有踩到地雷，只是暫時沒有

 之前那樣吸引她的理由嗎?

              感謝大家耐心看完，懇請替小弟解惑@@


--","似乎沒有因為遠距離而覺得寂寞或是很想念我的感覺

",想念
158,男女,"各位大大
情人節剛分手
這幾天 還是會想起她
有什麼辦法能讓時間快點過去
總覺得放不下
曾經高中時期的單戀快三年才放下
而我跟她之前有分手過一陣子但從沒放下過
直到後來復合了
但是現在又分手了
請問各位都多久能走出初戀的感情
白天幹正事
晚上打電動
但是到了深夜還是會忍不住想念著她
要怎樣才能放下
放得下嗎？
前任送的卡片該留嗎？
捨不得丟怎麼辦？

--","各位大大
情人節剛分手
這幾天 還是會想起她
有什麼辦法能讓時間快點過去
總覺得放不下
曾經高中時期的單戀快三年才放下
而我跟她之前有分手過一陣子但從沒放下過
直到後來復合了
但是現在又分手了
請問各位都多久能走出初戀的感情
白天幹正事
晚上打電動
但是到了深夜還是會忍不住想念著她
要怎樣才能放下
放得下嗎",想念
159,男女,"昨天情人節
應該蠻多人像我一樣去年情人節恢復單身的

其實我覺得我還蠻樂觀的
不管是當初的難過或是中間的委屈
現在都能像旁觀者一樣聊沒有半點情緒
即使是甜蜜的回憶我也覺得...很無感
對過去的感情真的只是Feel Nothing來形容

不過單身了一年，還是對於前任的狀態有點
覺得迷惘不知道該怎麼談戀愛

以前女友都是同學、學姊，白天都常見面
但奇妙是，交往前我都不知道他們有男友
交往後愛得死去活來才知道我是第三者
也因為是傻傻等待的第三者，除了上課時間外
假日、下課後我幾乎沒跟女友出去玩過

所以前任是讓我經歷過很多事情的人
不管是牽手逛校園(他的學校）
一起看電影、去外縣市玩、跟他朋友們吃飯
我全部都是第一次，覺得還蠻開心的
所以心裡覺得，他對我很好，我也要對她很好

但重點是，前任自稱有點「焦慮依戀」
每當感情很甜蜜時候，他都會找到點吵架

1.回南部過年時候，我們說好年假找一天見面
但她想要初三，她爸媽不在家，她也整天沒事
只是我初三要回台北，約定初二去逛街就好
後來他說很想我，我就請假小年夜前去陪她
那時候說好初二她去跟家人玩，等她開學再約
總之她很開心陪他，我也想說她開心就好
結果初二晚上她開始小情緒說
「明明說好初三不能見，但我還是不開心」
於是我開始繃緊神經說我去陪她之類的
不過他會一直跳針
原本說不能初三->她不爽我才說陪她->我沒心
她生氣->勉強跟家人改行程->怕他生氣才陪
我初三跟她去玩->我家人知道->她不想當壞人
解釋原本沒說要約->被洗臉沒約就不想見她嗎

對她來說
我自願改行程說我想念她，好想見面，剛好她初三之前「提示過」她沒事情，所以我跟他
約初三，才是唯一解。至於我要怎麼跟我家人說都是我要處理的，不能說是為了他。

2.某年生日時候花了半個月做了手工卡片
外加她很愛的臉部按摩器當禮物，當天也帶她吃景觀餐廳。不過當時是AA，因為前三天我
生日是我自己付錢，也沒生日禮物，她當時說那就AA當做我生日補償。隔年生日，她送我
她的一張照片跟一個Q版畫像相框，不過相框是他逛街看到有人再畫，剛好下單當禮物，
只是畫出來的真的連設計者都覺得很不像。過幾天她生日我們不能見面，所以我提前送她
Godiva禮盒，因為前幾天提過她喜歡巧克力。後來她就哭了......她說覺得自己很可悲，
他朋友的男友們都會請女生吃生日餐，結果一年生日她自己出錢，一年生日我沒請他吃飯
，跟我吵架說他不喜歡生日禮物，雖然我也很白目的說我很用心思考要送什麼，不像相框
一樣是臨時挑來敷衍我的= =

後來我解釋是因為去年他要自己出當我生日禮物但他忘記了、今年因為沒辦法見面，才沒
吃飯等等，她又開始悶悶不樂她挑的禮物我都不喜歡、我覺得敷衍等等...即使真的敷衍
也不能說敷衍，不然會觸動到他複雜的心理機制...

其實類似的事情很多，主要都是她不能接受我「抱怨」

交往後她希望我督促她運動，但我真的叫他運動，他又會難過我嫌棄她胖。
國考前半年她要我督促她專心唸書，但她想假日我帶他出去玩，我叫他去圖書館唸書，他
又會生氣我不想跟他見面。

星期四晚上有約會，結果我週二抱怨最近事情好多每天晚上都晚回家，星期三晚上我要好
好休息，星期四才能跟你出去玩。她就...生氣覺得我不想跟他見面之類的，然後說要取
消。

補充一下，她的生氣，每一次都是氣到提分手那種。如果我不理她放著他生氣，她就會開
始酸言酸語，比如說前任都對她如何好、跟我交往沒什麼用、不缺人約之類的。然後要花
很大的力氣安撫他跟他道歉，主要就是要說到點上也就是「我不能覺得委屈」
她才會有安全感才會原諒我。

她告訴我她是焦慮依戀類型的人。
會不自主的傷害對方或是情緒爆炸，但我一定要好好的安撫她。尤其我們如果感情加溫，
或是她很思念我的時候，她會想「找架吵」讓感情有點裂痕，這樣他就不擔心以後分手會
那麼痛之類的。但我自己是越來越被消磨了。
到最後一段日子只有承諾要對她好的責任
感情好像半點不剩，分手我一點情緒波動都沒有

之後一直在想
是我不夠愛她還是我不適合談戀愛
常常陷入那種，我會被消磨就是我不夠愛她
但我不夠愛她，是不是更沒辦法對其他人好
畢竟她給了我很多「正常」的戀愛生活

今年28，但我蠻恐懼結婚的。
會擔心即使結了婚，
是不是還會被大大小小事情消磨
如果跟前任一樣最後只剩下責任好像很可悲。
但其實好像還蠻期待愛情的
畢竟
我樂觀到被騙三次還是相信會有人對我好XD
而前任也的確對我好，但又回到不太想結婚

一年了。就在這好想談戀愛又怕結婚
怕結婚幹嘛談戀愛，可是又好想有女朋友疼
這奇怪的迴圈中XDD

單純抒發心情，祝大家情人節後一天也要快樂

--","但我還是不開心」
於是我開始繃緊神經說我去陪她之類的
不過他會一直跳針
原本說不能初三->她不爽我才說陪她->我沒心
她生氣->勉強跟家人改行程->怕他生氣才陪
我初三跟她去玩->我家人知道->她不想當壞人
解釋原本沒說要約->被洗臉沒約就不想見她嗎

對她來說
我自願改行程說我想念她",想念
